App.,Taxon,Term,Unit,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
II,Panthera leo,specimens,,US,,,,98,,4,,,,,22,15,4,12,2,1,,1,,,,,,,
II,Panthera leo,specimens,,XX,,,,,,,,,,,,1,,,,,,,,,,,12,,
II,Panthera leo,specimens,,ZA,,52,,,,2,,79,32,74,5,19,1065,113,135,108,,35,,188,,87,,,
II,Panthera leo,specimens,,ZM,,,,,,,9,,,,95,126,486,285,,397,40,1,128,99,,,,,
II,Panthera leo,specimens,,ZW,,,,,,23,51,36,,,7,10,300,,,,,,,,,,,,
II,Panthera leo,tails,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,tails,,BW,,,,,,,,,,,,,2,,,,,,,3,,,,,
II,Panthera leo,tails,,ZA,,,,,,,1,1,,,,,1,,,,,,,,,,,,
II,Panthera leo,tails,,ZM,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,Number of specimens,BM,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Panthera leo,teeth,Number of specimens,CM,,,,,,,,,,,,,,,,,,,,,,,,66,
II,Panthera leo,teeth,Number of specimens,MZ,,,,,,,,,,,,,,,,,,,,,,,,,22
II,Panthera leo,teeth,Number of specimens,NG,,,,,,,,,,,,,,,,,,,,,,,4,,
II,Panthera leo,teeth,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,4,,,,
II,Panthera leo,teeth,Number of specimens,ZW,,,,,,,,,,,,,,,,,,,,,,,3,,
II,Panthera leo,teeth,,AE,,2,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,,BW,,,,,,,,,,,,44,,5,,,,,,,,,,,
II,Panthera leo,teeth,,CA,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,,CG,,,,,,,,2,,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,,CM,,,,1,,,,,,,,6,,,,,,,,,,,,,
II,Panthera leo,teeth,,FR,,,,,,,,1,,,,,,,6,,,,,,,,,,
II,Panthera leo,teeth,,GB,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,,KE,,2,,,1,,,,,,,,,,1,,1,,1,,,,,,
II,Panthera leo,teeth,,MX,,,,,,,,,,,,,50,,,,,,,,,,,,
II,Panthera leo,teeth,,MZ,201,265,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,,NA,,30,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,teeth,,NG,,,,,,,,2,,,,3,,,,,,,,,,,,,
II,Panthera leo,teeth,,SG,,,,,,,,,,,,,,,,,,,2,,,,,,
II,Panthera leo,teeth,,SN,,,,,,,,,,,,,,,,,,,,2,,,,,
II,Panthera leo,teeth,,US,,,,,,,,,,,,,,8,,,1,,1,,,,,,
II,Panthera leo,teeth,,ZA,4,125,4,2,1,10,16,,,4,133,8,8,90,12,4,10,,,12,12,,7,,
II,Panthera leo,teeth,,ZM,,,,,,,,,,,,,,,,3,,,,,,,,,
II,Panthera leo,teeth,,ZW,2,,,3,,5,,1,6,,,,,,4,2,,,,,,,,,
II,Panthera leo,trophies,Number of specimens,AE,,,,,,,,,,,,,,,,,,,,2,,,,,
II,Panthera leo,trophies,Number of specimens,AT,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,BF,,,,,,,,,,,,,,,,,,,,9,,,,,
II,Panthera leo,trophies,Number of specimens,BJ,,,,,,,,,,,,,,,,,,,,20,,,,,
II,Panthera leo,trophies,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,CH,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Panthera leo,trophies,Number of specimens,CM,,,,,,,,,,,,,,,,,,,,,6,,,,
II,Panthera leo,trophies,Number of specimens,DK,,,,,,,,,,,,,,,,,,,,,2,2,2,,
II,Panthera leo,trophies,Number of specimens,EC,,,,,,,,,,,,,,,,,,,,,,,84,,
II,Panthera leo,trophies,Number of specimens,ES,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,1,,,,1,
II,Panthera leo,trophies,Number of specimens,KE,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,MX,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Panthera leo,trophies,Number of specimens,MZ,,,,,,,,,,,,,,,,,,,,,2,,11,29,20
II,Panthera leo,trophies,Number of specimens,NA,,,,1,,,,,,,,,,,,,,,,1,,6,5,9,
II,Panthera leo,trophies,Number of specimens,PL,,,,,,,,,,,,,,,,,,,,,,,,2,
II,Panthera leo,trophies,Number of specimens,TZ,,,,,,,,,,,,,,,,,,,,2,13,34,26,12,
II,Panthera leo,trophies,Number of specimens,US,,,,,,,,,,,,,,,,,,,,,1,,,1,
II,Panthera leo,trophies,Number of specimens,UZ,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Panthera leo,trophies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,11,66,128,274,272,2
II,Panthera leo,trophies,Number of specimens,ZM,,,,,,,,,,,,,,,,,,,,4,14,29,13,13,
II,Panthera leo,trophies,Number of specimens,ZW,,,,,,,,,,,,,,,,,,,,,19,45,21,9,
II,Panthera leo,trophies,,AD,,,,,,,,,,,,2,,,,,,,,,,,,,
II,Panthera leo,trophies,,AE,,,,1,2,3,2,,1,11,,2,,,,,,,,2,,,,,
II,Panthera leo,trophies,,AR,,,1,,,,,,,,,1,,2,,,,,,2,,,,,
II,Panthera leo,trophies,,AT,4,,,,2,2,,,,,1,,,5,,,1,1,,2,,1,1,,
II,Panthera leo,trophies,,AU,,20,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,BE,1,,,,,,2,,,,,,,,1,,1,1,,,,,,,
II,Panthera leo,trophies,,BF,20,10,13,20,14,13,16,15,14,16,10,8,43,56,160,16,8,20,,,,,,,
II,Panthera leo,trophies,,BH,,,,,,,,1,,,,,,1,,,,,,,,,,,
II,Panthera leo,trophies,,BJ,4,3,,,,2,2,,,,6,2,3,1,1,,1,,3,1,,,,,
II,Panthera leo,trophies,,BW,30,9,2,,,27,22,28,15,1,5,4,2,4,,3,,,,,,,,,
II,Panthera leo,trophies,,CA,1,4,4,3,4,3,6,5,6,,5,,3,3,,7,,1,1,,,,,,
II,Panthera leo,trophies,,CD,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,CF,14,9,,,,3,3,9,1,18,26,2,15,1,,,,,,,,,,,
II,Panthera leo,trophies,,CH,1,1,,1,,,,,,1,,2,3,1,,1,,,,,,,,,
II,Panthera leo,trophies,,CM,20,6,9,1,10,19,16,5,3,12,2,4,1,9,13,4,5,2,1,3,3,,,,
II,Panthera leo,trophies,,CN,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Panthera leo,trophies,,CO,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Panthera leo,trophies,,CY,,1,,,,,,,4,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,CZ,,4,2,,,,,,,,,,,,,,,,,2,,,,2,
II,Panthera leo,trophies,,DE,,,2,1,5,2,,,2,5,,8,,2,,1,2,,2,1,,,,,
II,Panthera leo,trophies,,DK,,,1,,,,,1,,,,1,,,,,,,,,,2,,,
II,Panthera leo,trophies,,EE,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Panthera leo,trophies,,EG,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,ES,2,,1,,,2,,2,,1,5,,,2,1,2,1,,,2,,,,,
II,Panthera leo,trophies,,ET,,2,2,3,1,,6,1,1,,1,,1,,,1,,,,,,,,,
II,Panthera leo,trophies,,FI,,,,,2,,1,,1,,,,,,,,,,1,,,,,,
II,Panthera leo,trophies,,FR,12,,13,6,5,7,9,9,3,3,9,8,8,5,4,1,,3,2,4,,,,,
II,Panthera leo,trophies,,GA,,,2,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,GB,,,,,,3,,2,2,,,,,,,,1,,2,,,,,,
II,Panthera leo,trophies,,HU,,,,,,,,,,,,,,,,,,,,1,4,5,,,
II,Panthera leo,trophies,,IR,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,IT,,,,,,,,,1,1,,1,,1,,1,,,,,,,,,
II,Panthera leo,trophies,,KE,,1,,,,,,,,1,2,,,,,,,,,,,,,,
II,Panthera leo,trophies,,KR,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,KW,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,LB,,,,,,,1,,,1,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,LV,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Panthera leo,trophies,,MC,,,1,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,MX,,1,,,,,,1,,1,,1,1,,,,,2,,,,,,,
II,Panthera leo,trophies,,MZ,29,15,10,15,15,26,18,15,18,27,26,16,31,17,21,16,13,17,9,5,7,5,4,1,
II,Panthera leo,trophies,,NA,11,12,6,16,21,31,18,23,23,28,24,17,22,20,25,19,14,10,8,15,1,,,,
II,Panthera leo,trophies,,NO,1,,1,,,,,,,,,,1,,,,,,2,,,,,,
II,Panthera leo,trophies,,NZ,,,,,,,,,,,,,1,,,1,,,,,,,,,
II,Panthera leo,trophies,,PL,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,RU,,,,,,,,,,,,,,,,,,,,,,,,2,
II,Panthera leo,trophies,,SA,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,SD,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,SI,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Panthera leo,trophies,,SZ,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,TD,1,8,3,,1,,,1,1,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,TG,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,TW,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,TZ,317,230,228,216,141,210,223,108,138,144,128,55,62,11,54,72,31,31,21,18,7,6,4,1,
II,Panthera leo,trophies,,UA,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Panthera leo,trophies,,US,3,8,9,8,2,8,3,6,8,5,6,7,3,10,8,23,3,11,2,1,,,,,
II,Panthera leo,trophies,,UY,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,VE,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,XX,,,,1,,,,,,2,,,,,,4,,,,1,,3,,,
II,Panthera leo,trophies,,YE,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Panthera leo,trophies,,ZA,202,177,304,266,355,353,552,657,944,897,715,885,902,931,1150,1259,828,649,425,625,520,732,617,108,
II,Panthera leo,trophies,,ZM,47,24,3,38,45,70,70,64,63,58,89,45,82,26,,1,5,13,17,18,7,3,5,,
II,Panthera leo,trophies,,ZW,95,101,105,107,94,90,63,47,43,61,52,46,69,54,57,62,42,29,44,13,7,9,3,3,
II,Panthera leo,unspecified,,CH,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,unspecified,,GB,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Panthera leo,unspecified,,ZA,,,,,,,,,,,,,5,,,1,,,2,,,,,,
II,Panthera onca,garments,,EC,,,,,,4,,,,,,,,,,,,,,,,,,,
II,Panthera pardus,live,,CA,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera pardus,skulls,,TZ,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Panthera pardus,specimens,,KE,,,,,,,,,,,51,,,,,,,,,,,,,,
II,Panthera pardus,trophies,,NA,,,,,,,,,,,1,1,,,,,,,,,,,,,
II,Panthera pardus,trophies,,ZM,,,,,,,,,,,,2,,,,,,,,,,,,,
II,Panthera spp.,skins,,CD,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Panthera tigris,live,,EC,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Panthera tigris,live,,IT,6,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,CA,,,,,3,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,CH,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,CN,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Prionailurus bengalensis,bodies,,FR,,,,,,,,,,,,,,,,,1,,,,,,,,
II,Prionailurus bengalensis,bodies,,HK,,,,2,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,ID,,,,,,,,,,,,2,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,JP,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,MY,1,,,,,,,,,,,1,1,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,VN,,2,,,,1,2,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,bodies,,XX,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,derivatives,,CN,,,,,,,,,54,10,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,derivatives,,FR,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,derivatives,,KR,,,1,,,,,20,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,fur products (large),,HK,,,,,,,,,,,,,,,,,32,,,,,,,,
II,Prionailurus bengalensis,garments,kg,FR,,,,,,,3,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,7,,6,,,
II,Prionailurus bengalensis,garments,Number of specimens,HK,,,,,,,,,,,,,,,,,,,,,6,,,,
II,Prionailurus bengalensis,garments,pairs,IT,1,,,,8,1,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,sets,IT,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,AE,,,,,,,,,50,22,229,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,AR,,,,,2,70,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,AU,,,,,,2,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,CA,,,,12,41,11,14,,,1,,,5,86,72,10,14,13,4,,,,,,
II,Prionailurus bengalensis,garments,,CH,,2,12,,,,2,3,,11,9,2,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,CN,15,39,125,114,1037,610,76,,,3,,11,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,DE,1,,,109,18,6,3,9,,3,,,,,,,1,,,,,,,,
II,Prionailurus bengalensis,garments,,ES,,2,,23,1,,,,1,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,FR,5,17,10,44,46,30,1,,3,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,GB,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,GR,,,130,204,14,28,16,64,21,39,58,11,1,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,HK,192,177,348,312,687,605,494,225,160,62,265,149,446,943,276,419,26,51,42,39,,,,,
II,Prionailurus bengalensis,garments,,HR,,,,,,,,,221,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,IT,338,217,692,617,1094,992,296,180,244,31,94,52,6,5,2,3,1,,4,,,,,,
II,Prionailurus bengalensis,garments,,JP,,,,1,,,1,2,,,,4,,,,,,,3,,,,,,
II,Prionailurus bengalensis,garments,,KR,,,7,,13,13,,,2,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,KW,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,NL,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Prionailurus bengalensis,garments,,PH,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,PL,,,,,6,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,RU,,,,,1,7,2,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,SG,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,SM,,,,,,8,,73,152,64,56,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,TR,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,US,,,,16,4,3,113,,,16,1,,,9,,,,,,,,,,,
II,Prionailurus bengalensis,garments,,XV,,,,,,,,,,1,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,hair,,CN,,,3,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,hair,,IT,,7,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,hair,,US,,,,,,,,,5,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,hair products,,IT,,,5,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,ES,,,,67,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,FR,,7,,6,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,GB,2,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,GR,,,,7,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,HK,,6,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,IT,8,337,30,321,82,26,1,11,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,JP,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,KR,,,,,11,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,TR,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (large),,US,4,,,,,2,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),pairs,FR,,,16,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),pairs,IT,,,123,,,2,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,CA,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,CH,,,,,,,,,,16,8,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,CN,,,60,200,260,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,ES,,,,2,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,FR,,1,32,87,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,GB,4,,,,735,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,GR,,,,,,,4,,,,,3,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,HK,,,,106,834,1,,,,45,26,188,225,175,43,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,IT,99,3,76,45,46,47,30,1,47,1,4,22,30,,5,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,JP,,,,10,,,,,,,,2,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,KR,,,22,,6,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,KW,,,,,,,,,1,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,TR,,,898,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,leather products (small),,US,,,,,,,28,,,,,,1,,,,,,,,,,,,
II,Prionailurus bengalensis,live,Number of specimens,CZ,,,,,,,,,,,,,,,,,,,,,,1,2,,
II,Prionailurus bengalensis,live,Number of specimens,EE,,,,,,,,,,,,,,,,,,,,,,,,1,
II,Prionailurus bengalensis,live,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Prionailurus bengalensis,live,Number of specimens,KR,,,,,,,,,,,,,,,,,,,,,,2,,,
II,Prionailurus bengalensis,live,Number of specimens,RU,,,,,,,,,,,,,,,,,,,,,2,,,,
II,Prionailurus bengalensis,live,Number of specimens,SG,,,,,,,,,,,,,,,,,,,,,,2,2,,
II,Prionailurus bengalensis,live,,AE,,,,,,,,,,,,2,,,,1,,,,,,,,,
II,Prionailurus bengalensis,live,,AU,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,BE,,2,6,2,10,13,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,BG,,,,,2,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,CA,52,46,9,2,4,6,3,5,2,16,10,8,6,10,9,1,,2,2,,,,,,
II,Prionailurus bengalensis,live,,CH,4,,,,,,,,,,,,,,1,,,,,,,,,,
II,Prionailurus bengalensis,live,,CZ,7,,,3,9,2,1,,,,2,,,,,,,3,,,,1,,,
II,Prionailurus bengalensis,live,,DE,,,3,,,,,,,2,,,,6,,,,1,,,,,,,
II,Prionailurus bengalensis,live,,EE,1,,,1,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,ES,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Prionailurus bengalensis,live,,GB,,,,,,,,3,2,2,1,,,3,1,2,,2,,2,,,,,
II,Prionailurus bengalensis,live,,HK,,,,,,,,,,,,,,,,,,,,2,,,,,
II,Prionailurus bengalensis,live,,HU,,,,,,,,,,,,2,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,IN,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,JP,,,,,,,,,6,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,KR,2,2,2,,,,,,10,10,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,LV,3,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,MM,,,2,,,1,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,MY,,,,,4,,,2,,,,,2,2,,,,,,,,,,,
II,Prionailurus bengalensis,live,,PH,,,,,,,,,,,,10,6,9,,,,,,,,,,,
II,Prionailurus bengalensis,live,,PL,,,2,5,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,RU,,,,,,3,2,2,,,2,,,,,,,1,,2,4,1,,4,
II,Prionailurus bengalensis,live,,SG,,2,2,3,,3,,,,,,,,,,2,,,,2,,,,,
II,Prionailurus bengalensis,live,,SK,2,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,live,,US,34,13,7,1,1,3,7,11,8,52,34,13,15,14,11,4,1,1,,1,,,,,
II,Prionailurus bengalensis,live,,ZA,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,m2,IT,,,91.56,34.56,7.44,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,CN,15460,21043,18473,15569,8654,2645,500,158,50,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,DE,159,15,,790,280,50,,,8,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,FR,1,,,,,,20,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,GB,,,1050,330,443,100,,30,24,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,GR,,,25,,12,50,100,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,HK,,,316,179,468,50,,23,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,IT,,15,259,94,669,653,5,41,4,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,JP,148,26,,,1044,,90,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,plates,,SM,,,,,,300,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,shoes,pairs,IT,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,shoes,,IT,1,,40,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,shoes,,US,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,CA,,,,,,,,,,,,,4,2,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,CN,400,2798,,1330,100,525,,118,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,FR,,6,,1,,3,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,GB,,,,25,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,GR,,,,7,5,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,HK,,,,500,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,IT,3,,6,28,118,26,,5,938,,,2,36,,,3,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,MY,,,,,,,,,,,49,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,UA,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skin pieces,,US,,,,9,3,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,kg,SM,,,,,,100,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,m2,IT,,2.16,,102.24,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,AE,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,AU,,,,,,,,,,,1,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,CA,,,,150,,,,,,,,,3,85,,10,,,,,,,,,
II,Prionailurus bengalensis,skins,,CH,,,,2,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,CN,50445,24459,23800,26673,7745,1828,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,DE,,,900,,,5,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,DK,,,,2,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,EG,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,ES,,,,,1,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,FR,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,GB,,,,341,299,26,,,,,,,1,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,GR,,,,,,,100,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,HK,51,2000,18,1998,50,,3,,,,1,,3,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,IT,329,548,2046,3276,1871,757,77,30,,,,5,35,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,JP,300,2126,1200,1000,1682,,,,,,,,27,630,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,SM,,,,,,200,250,613,500,500,50,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,VN,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skins,,XV,,,,250,,,,,,,,,,,,,,,,,,,,,
II,Prionailurus bengalensis,skulls,,ID,,,,,,,,,,,,,,,1,,,,,,,,,,
II,Prionailurus bengalensis,skulls,,LA,,,,,,,1,,,,,,,,,,,,,,,,,,
