App.,Taxon,Term,Unit,Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
II,Panthera leo,live,,KY,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,KZ,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,26,1,1,,,,,7,30,7,14,10,,,,,,,
II,Panthera leo,live,,LB,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,2,11,,2,,,,2,1,,,2,
II,Panthera leo,live,,LI,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,LK,,,,,,,,,,,,,,,,,,,,,,1,,3,12,6,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
II,Panthera leo,live,,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,9,2,,,,,,,,,,,
II,Panthera leo,live,,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,4,4,,,10,2,1,11,4,,,,,,,,,
II,Panthera leo,live,,MA,,,1,,,,,,,,,,,,,,9,,,,1,2,,3,,4,4,4,5,,,,,,,6,3,,3,,,1,4,,1,1,1,5,,
II,Panthera leo,live,,MC,,,,,,,,,,,,,,,2,14,,,,,,,9,1,,,,10,4,,,,5,,,14,,20,10,,,,,,,,,,,
II,Panthera leo,live,,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
II,Panthera leo,live,,MG,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
II,Panthera leo,live,,MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Panthera leo,live,,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,
II,Panthera leo,live,,MO,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,MT,,,,,,,,,,,,,,,,,,,,9,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,
II,Panthera leo,live,,MW,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,
II,Panthera leo,live,,MX,,,,,2,,7,,,,,,,,,,1,15,2,8,2,13,15,15,12,11,1,22,1,2,1,1,2,3,,6,1,1,26,23,23,14,4,3,4,,,1,,
II,Panthera leo,live,,MY,,,,,,,,,,,,,3,,,,1,12,4,,1,,7,,7,1,,3,3,,2,,,,2,,,,,,,,,,,,,,,
II,Panthera leo,live,,MZ,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,NA,,,,,,,,,,,,,,,,,,,33,,16,21,3,7,5,,,,,,,,,,2,,,19,4,,,,,,,,,,,
II,Panthera leo,live,,NE,,,,,,,,,,,,2,3,2,1,,1,,2,,,8,6,,2,2,3,,2,2,,,,,,,,,,,,,,,1,5,8,,,
II,Panthera leo,live,,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
II,Panthera leo,live,,NI,,,,,,,1,,,,,,,9,,,,,,1,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,NL,,,,,6,,,3,,1,5,3,1,,7,5,20,,15,,,24,2,,4,9,8,4,4,,,,,,3,,7,,,7,3,7,2,2,4,,4,8,,
II,Panthera leo,live,,NZ,,,,,,2,,2,,,,,,,4,4,10,,,,,,,,,,1,,,,4,,,,,1,3,1,,,,,,,,,,,,
II,Panthera leo,live,,OM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,11,,,4,,,,,7,
II,Panthera leo,live,,PA,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
II,Panthera leo,live,,PE,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,3,,,,1,,,,,,,,48,,,,,,,,
II,Panthera leo,live,,PG,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,PH,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
II,Panthera leo,live,,PL,,,,,2,,,,,,,,,,3,8,2,6,6,15,8,12,6,3,3,17,3,7,2,3,,,,3,,,,,,,,,2,4,,,,,,
II,Panthera leo,live,,PT,,,,,,,,,,,,,,,,,,,6,2,,,,2,,,1,1,6,,,2,2,3,,8,,,,,,4,8,,,,,,,
II,Panthera leo,live,,PY,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,1,,20,,,,,,,,,,,,
II,Panthera leo,live,,QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,13,5,4,,,,,,,,18,,
II,Panthera leo,live,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,RO,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,4,7,5,7,8,8,16,18,12,,10,10,,5,1,1,,,,,2,,
II,Panthera leo,live,,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,3,,10,2,4,6,,,,,,,,,
II,Panthera leo,live,,RU,,,,,,,,,,,,,,,,,,14,13,24,11,9,3,11,19,39,11,13,5,12,6,,19,17,9,16,22,7,17,26,28,38,,13,57,9,6,2,1,
II,Panthera leo,live,,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6,3,,,,,
II,Panthera leo,live,,SC,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,15,12,15,,2,8,2,,,,,,,,,,,2,,
II,Panthera leo,live,,SE,,,,,,,3,,,8,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,live,,SG,,,,,,,,,,,,,6,6,2,10,4,1,2,,,,,,,2,,,,2,2,1,,,,,,,,1,,,,,,,,,,
II,Panthera leo,live,,SK,,,,,,,,,,,,,,,,,,,,,,1,4,,1,,5,5,1,,,,,,,,,,,,,,,,10,,,2,2,
II,Panthera leo,live,,SN,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,2,,,,,,,,,,,,
II,Panthera leo,live,,SU,,,,,,,,8,,11,8,,,6,5,18,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,SV,,,,,,,,,,,,1,,,,,,,,,4,5,1,,4,9,6,1,,,,,,,,37,,,,,,,,,,,,,,
II,Panthera leo,live,,SY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,2,,,7,4,,,,,,,,,,,
II,Panthera leo,live,,SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,9,,4,,,16,4,,1,,,,,,,,,,,,,
II,Panthera leo,live,,TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,TH,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,TN,,,,,,,,,,,,,,,,,,1,,,8,,,,,,5,,,2,,,1,4,4,,,,,,4,5,,5,7,3,,,,
II,Panthera leo,live,,TR,,,,,,,,,,,,,,,,,,,,,,,,4,6,,2,2,,4,,10,1,2,1,8,,2,8,1,,,5,,,,,,,
II,Panthera leo,live,,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,TW,,,,,,,,,,1,,18,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,TZ,,,,,,,,,,,,,2,,8,1,6,,,1,,,,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
II,Panthera leo,live,,UA,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,15,22,10,22,24,13,33,12,36,18,26,30,11,11,1,17,29,2,14,,2,
II,Panthera leo,live,,UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
II,Panthera leo,live,,US,,,21,41,103,39,47,117,91,13,21,11,18,101,50,20,41,20,14,13,17,15,32,17,8,18,8,12,5,31,25,28,2,1,12,5,,5,13,1,3,3,18,2,,,,,,
II,Panthera leo,live,,UY,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,
II,Panthera leo,live,,UZ,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,4,2,1,3,3,2,2,5,,1,8,14,,1,2,3,15,,,,,
II,Panthera leo,live,,VE,,,,,,1,,,,,,1,,,,,1,,,8,,4,,,10,,3,,2,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,XX,,,10,2,1,,,,,3,2,1,,,,,5,,3,,,,,,,,,,,,2,,,11,1,8,16,,,2,3,3,3,18,15,,4,,10,
II,Panthera leo,live,,ZA,,,,1,,,1,,,,4,19,16,20,18,16,12,12,11,7,10,12,30,41,42,18,17,36,31,62,47,66,66,131,102,183,198,279,172,167,172,199,391,196,295,43,129,153,3,
II,Panthera leo,live,,ZC,,,,,,,,,,,,,,,,,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,live,,ZM,,,,,,,2,,,,,,1,2,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,
II,Panthera leo,live,,ZW,,,,,3,,,4,,,,,20,13,,15,3,,2,9,6,5,2,,38,6,,27,37,17,,20,,,,,,5,,4,2,,,,4,,,,,
II,Panthera leo,skins,g,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,
II,Panthera leo,skins,g,MW,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,kg,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,kg,MW,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,m,BW,,,,,,,,,,,,6.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,ml,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
II,Panthera leo,skins,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
II,Panthera leo,skins,Number of specimens,CU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,skins,Number of specimens,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
II,Panthera leo,skins,Number of specimens,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Panthera leo,skins,Number of specimens,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,
II,Panthera leo,skins,Number of specimens,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
II,Panthera leo,skins,Number of specimens,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
II,Panthera leo,skins,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,10,4,
II,Panthera leo,skins,Number of specimens,ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,1,
II,Panthera leo,skins,shipments,XX,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,AE,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,
II,Panthera leo,skins,,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,AT,,,,,,,,2,,,,,,,5,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,
II,Panthera leo,skins,,AU,,,,2,,,,1,,1,1,,,3,,,,1,2,,,2,,,,,9,,,,,,1,1,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,BB,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,BE,,,,,,,,,,,,,,5,,,,,,,,,,,1,,2,,,,,,,,,,,,,,1,,,,,,,,,
II,Panthera leo,skins,,BF,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
II,Panthera leo,skins,,BG,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,BJ,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,BR,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,BW,,,2,2,49,72,173,11,140,306,173,261,126,138,147,32,16,8,19,33,105,234,102,64,94,72,,,1,15,10,6,68,8,7,10,17,54,29,17,24,12,16,5,5,,,,,
II,Panthera leo,skins,,CA,,,,1,1,1,,1,,,,,,1,,,,,1,1,,3,3,,1,1,3,9,2,5,3,1,2,1,,2,2,6,9,3,3,,,,,,,,,
II,Panthera leo,skins,,CF,,,,,,1,4,9,3,5,17,37,40,37,12,1,,3,,,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
II,Panthera leo,skins,,CH,,,5,,,,,2,,,,1,,,2,,1,,,,,6,,,2,1,,,,,,1,,,,1,,1,2,,,,,,,,,,,
II,Panthera leo,skins,,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,CM,,,,,,,,,,1,7,3,5,9,2,1,4,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,CY,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,DE,,,,,,,4,6,11,8,12,3,14,1,4,1,4,1,,1,1,,,1,,,,1,,2,,,1,2,1,,,2,1,,,,,,,,,,,
II,Panthera leo,skins,,DK,,,3,,1,,2,2,,,4,,,,1,,,1,,1,,,,,,,2,1,,,,,,,,,1,,,1,1,,,,,,,,,
II,Panthera leo,skins,,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,ES,,,,,,,,,1,,,2,,,2,,,,,,,1,,,2,,,,,,,,,,,5,,,,,,,,,,,,,,
II,Panthera leo,skins,,ET,,,,,,,,,1,1,,,,2,,,,2,12,,5,2,,2,,,,2,2,1,,,,,,1,,,,1,,,,,,,,,,
II,Panthera leo,skins,,FR,,,,,,1,,4,2,,,,2,,,,1,1,,,,,1,1,1,3,,,2,,1,1,,2,,,,1,1,,1,,,,,,,,,
II,Panthera leo,skins,,GA,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,GB,,,,3,1,9,6,7,1,,,1,,,,1,1,,,,,3,,1,1,,,1,,,,3,2,1,,,,1,,3,1,4,,,,,,,,
II,Panthera leo,skins,,GH,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,HK,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,IT,,,,,,,,,1,,1,,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Panthera leo,skins,,JP,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,KE,,,,5,,,,,1,,9,15,205,2,7,100,2,2,3,4,,,,,1,1,,1,1,,,,4,,,,1,,,4,,,,,1,,,,,
II,Panthera leo,skins,,KR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,MA,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
II,Panthera leo,skins,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Panthera leo,skins,,ML,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,MW,,,,,1,,,8,2,1,4,2,3,2,2,,,,3,5,2,1,,,,,,,,,1,,,1,2,,1,,,,,,,,,,,,,
II,Panthera leo,skins,,MX,,,,,,,,,,,,,,,,,,,,,2,8,,9,6,3,,,,,,1,,,3,,,,,,,,,,,,,,,
II,Panthera leo,skins,,MZ,,,,,,,,,,,,1,,,2,1,,,,,,1,,2,21,7,13,,,,,3,,,6,4,55,33,27,2,,,3,,,,,,,
II,Panthera leo,skins,,NA,,,,,26,1,,7,17,19,26,26,14,23,9,2,7,7,6,6,8,21,18,11,9,7,1,2,,5,3,6,5,4,9,7,231,8,5,3,16,16,2,,1,,,,,
II,Panthera leo,skins,,NG,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,NL,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,
II,Panthera leo,skins,,NO,,,,,,,,,,,,,,,2,4,,,1,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,
II,Panthera leo,skins,,NZ,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,
II,Panthera leo,skins,,PG,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,RW,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,SA,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,SD,,,,,,,7,3,1,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,SE,,,,,,,,,2,3,,2,,6,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,
II,Panthera leo,skins,,SN,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
II,Panthera leo,skins,,TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,TG,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,TZ,,,,,4,8,10,131,89,82,66,173,111,23,37,8,18,3,25,26,34,47,35,51,32,28,13,6,2,7,3,11,,,75,49,17,13,6,1,1,,,1,,,,,,
II,Panthera leo,skins,,UG,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,skins,,US,,,,,,1,1,,1,1,,1,1,1,1,1,,2,2,,1,2,,1,3,1,,,,1,,,,1,,,1,,3,1,,,,,,,,,,
II,Panthera leo,skins,,XX,,,,,,1,9,1,,1,,,1,1,,,,,,,,,,,,,,,2,,,,2,,2,,,,,,,,,,,,,,,
II,Panthera leo,skins,,ZA,,,,9,64,71,117,103,103,138,93,152,73,76,125,31,18,34,38,43,89,47,110,94,75,111,91,58,34,19,45,109,51,39,48,58,117,178,50,62,71,76,40,27,20,32,60,13,,
II,Panthera leo,skins,,ZM,,,2,,,3,13,19,28,52,17,17,28,11,7,5,8,9,6,17,19,24,8,15,11,9,4,,,,,4,,1,4,3,3,3,,2,,,1,1,2,,,,,
II,Panthera leo,skins,,ZW,,,,,2,10,21,30,77,547,43,23,127,43,126,25,29,13,24,39,82,35,22,31,24,69,20,8,3,,2,7,2,11,8,8,35,70,35,7,5,3,3,7,1,,,,,
II,Panthera leo,trophies,Number of specimens,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
II,Panthera leo,trophies,Number of specimens,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
II,Panthera leo,trophies,Number of specimens,BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
II,Panthera leo,trophies,Number of specimens,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Panthera leo,trophies,Number of specimens,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
II,Panthera leo,trophies,Number of specimens,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,
II,Panthera leo,trophies,Number of specimens,EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,
II,Panthera leo,trophies,Number of specimens,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
II,Panthera leo,trophies,Number of specimens,KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
II,Panthera leo,trophies,Number of specimens,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
II,Panthera leo,trophies,Number of specimens,MZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,11,29,20
II,Panthera leo,trophies,Number of specimens,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,6,5,9,
II,Panthera leo,trophies,Number of specimens,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
II,Panthera leo,trophies,Number of specimens,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,34,26,12,
II,Panthera leo,trophies,Number of specimens,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
II,Panthera leo,trophies,Number of specimens,UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
II,Panthera leo,trophies,Number of specimens,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,66,128,274,272,2
II,Panthera leo,trophies,Number of specimens,ZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,29,13,13,
II,Panthera leo,trophies,Number of specimens,ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,45,21,9,
II,Panthera leo,trophies,,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
II,Panthera leo,trophies,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,,1,11,,2,,,,,,,,2,,,,,
II,Panthera leo,trophies,,AR,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,2,,,,,,2,,,,,
II,Panthera leo,trophies,,AT,,,,,,,,,,1,,1,,5,,,,,,,,1,1,,2,4,,,,2,2,,,,,1,,,5,,,1,1,,2,,1,1,,
II,Panthera leo,trophies,,AU,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,BE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,1,,1,1,,,,,,,
II,Panthera leo,trophies,,BF,,,,,,,,,,,,,,,1,3,1,8,3,14,8,5,7,12,12,20,10,13,20,14,13,16,15,14,16,10,8,43,56,160,16,8,20,,,,,,,
II,Panthera leo,trophies,,BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
II,Panthera leo,trophies,,BJ,,,,,,,,,,,,,,,,,,,,3,4,4,10,3,3,4,3,,,,2,2,,,,6,2,3,1,1,,1,,3,1,,,,,
II,Panthera leo,trophies,,BO,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
II,Panthera leo,trophies,,BS,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
